date,origin,destination,origin_name,destination_name,airline_code,airline_name,airline_type,season,price_twd
2024-09-03,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,6916
2024-09-03,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,11891
2024-09-03,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,13956
2024-09-03,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,11772
2024-09-03,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,11250
2024-09-03,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,10550
2024-09-03,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,11935
2024-09-03,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,11858
2024-09-03,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,9058
2024-09-03,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,8235
2024-09-03,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,8904
2024-09-04,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,14169
2024-09-04,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,12641
2024-09-04,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,9782
2024-09-04,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,10467
2024-09-04,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,9971
2024-09-04,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,14312
2024-09-04,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,14277
2024-09-04,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,9624
2024-09-04,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,8804
2024-09-04,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,8717
2024-09-04,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,10177
2024-09-04,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,11688
2024-09-04,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,8207
2024-09-04,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,7946
2024-09-04,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,7421
2024-09-04,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,15115
2024-09-04,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,12510
2024-09-04,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,10053
2024-09-04,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,9514
2024-09-04,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,10867
2024-09-04,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,14248
2024-09-04,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,13830
2024-09-04,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,10654
2024-09-04,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,9675
2024-09-04,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,9756
2024-09-05,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,11127
2024-09-05,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,12725
2024-09-05,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,9953
2024-09-05,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,8618
2024-09-05,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,8928
2024-09-05,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,12935
2024-09-05,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,12771
2024-09-05,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,9186
2024-09-05,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,9235
2024-09-05,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,8061
2024-09-05,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,10880
2024-09-05,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,11320
2024-09-05,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,7844
2024-09-05,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,9384
2024-09-05,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,7872
2024-09-05,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,13531
2024-09-05,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,12071
2024-09-05,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,8872
2024-09-05,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,8757
2024-09-05,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,9838
2024-09-05,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,13066
2024-09-05,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,11913
2024-09-05,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,10889
2024-09-05,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,9848
2024-09-05,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,9574
2024-09-06,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,13405
2024-09-06,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,12755
2024-09-06,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,8183
2024-09-06,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,10329
2024-09-06,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,8343
2024-09-06,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,12982
2024-09-06,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,14169
2024-09-06,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,9609
2024-09-06,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,9493
2024-09-06,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,9491
2024-09-06,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,11618
2024-09-06,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,9938
2024-09-06,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,8115
2024-09-06,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,7506
2024-09-06,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,9171
2024-09-06,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,11947
2024-09-06,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,15147
2024-09-06,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,11510
2024-09-06,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,10647
2024-09-06,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,9730
2024-09-06,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,11429
2024-09-06,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,12160
2024-09-06,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,10054
2024-09-06,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,10230
2024-09-06,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,7789
2024-09-07,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,15793
2024-09-07,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,15553
2024-09-07,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,11101
2024-09-07,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,8735
2024-09-07,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,8874
2024-09-07,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,12691
2024-09-07,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,14501
2024-09-07,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,8920
2024-09-07,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,11287
2024-09-07,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,8881
2024-09-07,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,13369
2024-09-07,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,14260
2024-09-07,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,8078
2024-09-07,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,8399
2024-09-07,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,9688
2024-09-07,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,16689
2024-09-07,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,17386
2024-09-07,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,13049
2024-09-07,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,12000
2024-09-07,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,10217
2024-09-07,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,15325
2024-09-07,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,12015
2024-09-07,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,9314
2024-09-07,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,9256
2024-09-07,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,10233
2024-09-08,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,15509
2024-09-08,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,13593
2024-09-08,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,10657
2024-09-08,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,11112
2024-09-08,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,10109
2024-09-08,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,12683
2024-09-08,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,15496
2024-09-08,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,11177
2024-09-08,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,9335
2024-09-08,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,10297
2024-09-08,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,12331
2024-09-08,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,12322
2024-09-08,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,8856
2024-09-08,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,10204
2024-09-08,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,9696
2024-09-08,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,15126
2024-09-08,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,15636
2024-09-08,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,11817
2024-09-08,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,10587
2024-09-08,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,11251
2024-09-08,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,13703
2024-09-08,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,14595
2024-09-08,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,9569
2024-09-08,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,10432
2024-09-08,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,8616
2024-09-09,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,14176
2024-09-09,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,12606
2024-09-09,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,8586
2024-09-09,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,8636
2024-09-09,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,10033
2024-09-09,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,11726
2024-09-09,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,13337
2024-09-09,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,10713
2024-09-09,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,8830
2024-09-09,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,8951
2024-09-09,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,10757
2024-09-09,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,11742
2024-09-09,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,7612
2024-09-09,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,7335
2024-09-09,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,8830
2024-09-09,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,15390
2024-09-09,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,15664
2024-09-09,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,10520
2024-09-09,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,9930
2024-09-09,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,8579
2024-09-09,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,14531
2024-09-09,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,12532
2024-09-09,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,8376
2024-09-09,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,8367
2024-09-09,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,9740
2024-09-10,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,11453
2024-09-10,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,13646
2024-09-10,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,10360
2024-09-10,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,8402
2024-09-10,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,9161
2024-09-10,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,12415
2024-09-10,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,11294
2024-09-10,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,9764
2024-09-10,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,7854
2024-09-10,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,10007
2024-09-10,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,12420
2024-09-10,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,10427
2024-09-10,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,7876
2024-09-10,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,7828
2024-09-10,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,8216
2024-09-10,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,15657
2024-09-10,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,13143
2024-09-10,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,11749
2024-09-10,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,11193
2024-09-10,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,9226
2024-09-10,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,11514
2024-09-10,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,13197
2024-09-10,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,9178
2024-09-10,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,8160
2024-09-10,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,8302
2024-09-11,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,10994
2024-09-11,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,11451
2024-09-11,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,8618
2024-09-11,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,9540
2024-09-11,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,8693
2024-09-11,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,14059
2024-09-11,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,11016
2024-09-11,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,8764
2024-09-11,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,9186
2024-09-11,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,9006
2024-09-11,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,10270
2024-09-11,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,13101
2024-09-11,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,7478
2024-09-11,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,8739
2024-09-11,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,7832
2024-09-11,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,13942
2024-09-11,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,14291
2024-09-11,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,9325
2024-09-11,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,11226
2024-09-11,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,9284
2024-09-11,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,11297
2024-09-11,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,11146
2024-09-11,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,8729
2024-09-11,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,8783
2024-09-11,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,9022
2024-09-12,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,13841
2024-09-12,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,13670
2024-09-12,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,8405
2024-09-12,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,8355
2024-09-12,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,9196
2024-09-12,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,12892
2024-09-12,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,11033
2024-09-12,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,9911
2024-09-12,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,10231
2024-09-12,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,10016
2024-09-12,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,12000
2024-09-12,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,10750
2024-09-12,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,8925
2024-09-12,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,8155
2024-09-12,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,8649
2024-09-12,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,14557
2024-09-12,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,14266
2024-09-12,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,9869
2024-09-12,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,11391
2024-09-12,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,9530
2024-09-12,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,14242
2024-09-12,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,11334
2024-09-12,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,9591
2024-09-12,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,8726
2024-09-12,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,7910
2024-09-13,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,13170
2024-09-13,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,11414
2024-09-13,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,10818
2024-09-13,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,10472
2024-09-13,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,9870
2024-09-13,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,12149
2024-09-13,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,10832
2024-09-13,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,10357
2024-09-13,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,8135
2024-09-13,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,8749
2024-09-13,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,12227
2024-09-13,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,11643
2024-09-13,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,7919
2024-09-13,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,8037
2024-09-13,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,8871
2024-09-13,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,13191
2024-09-13,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,15629
2024-09-13,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,10105
2024-09-13,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,9691
2024-09-13,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,10337
2024-09-13,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,12437
2024-09-13,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,12227
2024-09-13,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,9099
2024-09-13,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,8633
2024-09-13,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,8586
2024-09-14,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,14847
2024-09-14,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,12687
2024-09-14,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,9550
2024-09-14,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,9090
2024-09-14,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,8848
2024-09-14,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,15475
2024-09-14,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,14580
2024-09-14,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,10808
2024-09-14,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,11222
2024-09-14,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,9881
2024-09-14,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,13652
2024-09-14,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,12302
2024-09-14,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,9897
2024-09-14,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,autumn,8325
2024-09-14,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,autumn,7902
2024-09-14,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,autumn,13398
2024-09-14,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,autumn,15873
2024-09-14,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,autumn,10703
2024-09-14,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,autumn,12021
2024-09-14,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,autumn,11501
2024-09-14,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,autumn,14431
2024-09-14,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,autumn,12040
2024-09-14,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,autumn,9551
2024-09-14,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,autumn,10174
2024-09-14,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,autumn,8737
2024-09-15,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,autumn,13432
2024-09-15,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,autumn,13988
2024-09-15,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,autumn,9435
2024-09-15,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,autumn,9847
2024-09-15,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,autumn,10307
2024-09-15,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,autumn,13439
2024-09-15,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,autumn,14612
2024-09-15,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,autumn,9727
2024-09-15,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,autumn,10758
2024-09-15,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,autumn,9926
2024-09-15,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,autumn,11344
2024-09-15,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,autumn,12278
2024-09-15,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,autumn,10290
